127.0.0.1 - - [04/Dec/2018:08:59:51 +0800] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:12:21 +0800] "GET /web/plugins/iview/styles/fonts/ionicons.ttf?v=2.0.0 HTTP/1.1" 200 188508
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:12:21 +0800] "POST /web/voucherController/getSubjectTree HTTP/1.1" 200 230878
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:12:22 +0800] "POST /web/voucherController/initVoucher HTTP/1.1" 200 44275
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:12:22 +0800] "POST /web/voucherController/receiptManager HTTP/1.1" 200 2552
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:12:22 +0800] "POST /web/voucherController/getSerialNum HTTP/1.1" 200 54
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:12:22 +0800] "POST /web/voucherController/getSerialNum HTTP/1.1" 200 54
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:12:22 +0800] "POST /web/voucherController/getSerialNum HTTP/1.1" 200 83
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:12:25 +0800] "GET /web/plugins/iview/iview.min.js.map HTTP/1.1" 404 157
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:12:37 +0800] "POST /web/voucherController/getSerialNum HTTP/1.1" 200 54
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:12:53 +0800] "GET /web/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:12:53 +0800] "GET /web/shiroUser/info?_1543885973658&_=1543885973545 HTTP/1.1" 200 2224
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:12:53 +0800] "POST /web/public/getUserOragnList HTTP/1.1" 200 1035
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:12:53 +0800] "POST /web/sysShiroMenu/queryByMenuTree HTTP/1.1" 200 229584
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:12:54 +0800] "POST /web/shiroCode/queryByBaseCodeAll HTTP/1.1" 200 39486
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:12:54 +0800] "GET /web/images/favicon.png HTTP/1.1" 200 2173
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/index.html HTTP/1.1" 200 7366
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/ktc/css/inner_gold.css HTTP/1.1" 200 3663
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/ktc/css/base.css HTTP/1.1" 200 5007
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/ktc/css/gold.css HTTP/1.1" 200 1543
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/css/bootstrap.min.css HTTP/1.1" 200 121158
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/css/main.css HTTP/1.1" 200 1173
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/plugins/layui/css/layui.css HTTP/1.1" 200 59632
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/plugins/jqgrid/ui.jqgrid-bootstrap.css HTTP/1.1" 200 19220
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/plugins/ztree/css/zTreeStyle/zTreeStyle.css HTTP/1.1" 200 6319
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/ktc/css/common.css HTTP/1.1" 200 19690
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/css/iview.css HTTP/1.1" 200 267709
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/css/basedata/add-weight-setting.css HTTP/1.1" 200 278
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/css/index.css HTTP/1.1" 200 8428
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/plugins/iview/iview.min.js HTTP/1.1" 200 539096
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/js/jquery-2.0.3.min.js HTTP/1.1" 200 83618
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/css/basedata/ht-list-common.css HTTP/1.1" 200 1064
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/js/vue.min.js HTTP/1.1" 200 86452
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/plugins/layui/layui.all.js HTTP/1.1" 200 227001
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/js/common.js HTTP/1.1" 200 3090
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/js/index.js HTTP/1.1" 200 22177
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/ktc/js/app.js HTTP/1.1" 200 79255
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/plugins/layui/css/modules/layer/default/layer.css?v=3.1.1 HTTP/1.1" 200 14426
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/plugins/layui/css/modules/laydate/default/laydate.css?v=5.0.9 HTTP/1.1" 200 7538
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/plugins/layui/css/modules/code.css HTTP/1.1" 200 1064
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "POST /web/public/getUserOragnList HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "POST /web/shiroCode/queryByBaseCodeAll HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "POST /web/sysShiroMenu/queryByMenuTree HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/shiroUser/info?_1543888717907&_=1543888717567 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:37 +0800] "GET /web/css/fonts/ionicons.ttf?v=2.0.0 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:38 +0800] "GET /web/images/open.png HTTP/1.1" 200 158
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:38 +0800] "GET /web/images/email.png HTTP/1.1" 200 357
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:38 +0800] "GET /web/login.html HTTP/1.1" 200 6290
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:38 +0800] "GET /web/images/logo.png HTTP/1.1" 200 4150
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:38 +0800] "GET /web/images/alarm.png HTTP/1.1" 200 481
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:38 +0800] "GET /web/login.html HTTP/1.1" 200 6290
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:38 +0800] "GET /web/login.html HTTP/1.1" 200 6290
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:38 +0800] "GET /web/login.html HTTP/1.1" 200 6290
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:38 +0800] "GET /web/login.html HTTP/1.1" 200 6290
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:38 +0800] "GET /web/css/fonts/ionicons.woff?v=2.0.0 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:38 +0800] "GET /web/login/captcha HTTP/1.1" 200 1978
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:40 +0800] "POST /web/login/login HTTP/1.1" 200 57
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:40 +0800] "POST /web/public/getUserOragnList HTTP/1.1" 200 1035
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:40 +0800] "GET /web/shiroUser/info?_1543888720671&_=1543888720525 HTTP/1.1" 200 2224
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:40 +0800] "POST /web/sysShiroMenu/queryByMenuTree HTTP/1.1" 200 229584
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:41 +0800] "GET /web/css/fonts/ionicons.ttf?v=2.0.0 HTTP/1.1" 200 188508
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:41 +0800] "POST /web/shiroCode/queryByBaseCodeAll HTTP/1.1" 200 39486
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:48 +0800] "GET /web/finance/FixedAssets/FixedAssetsSubsidiaryLedger/index.html HTTP/1.1" 200 13573
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:48 +0800] "GET /web/js/utils.js?_=207bbda8-91a1-4e65-bafc-362b6f16d673 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:48 +0800] "POST /web/assetsclassescontroller/assetsClassesList HTTP/1.1" 200 756
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:48 +0800] "POST /web/testDocument/getCurrentUserDeptInfo HTTP/1.1" 200 655
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:49 +0800] "POST /web/expenseAllocation/initData HTTP/1.1" 200 20094
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:49 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 22447
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:58:49 +0800] "POST /web/facard/getFixedAssetsList HTTP/1.1" 200 1567
