127.0.0.1 - - [28/Nov/2018:08:33:09 +0800] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:56 +0800] "GET /web/images/alarm.png HTTP/1.1" 200 481
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:56 +0800] "GET /web/images/logo.png HTTP/1.1" 200 4150
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:56 +0800] "GET /web/login.html HTTP/1.1" 200 6290
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:56 +0800] "GET /web/css/fonts/ionicons.woff?v=2.0.0 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:56 +0800] "GET /web/css/AdminLTE.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:56 +0800] "GET /web/css/all-skins.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:56 +0800] "GET /web/js/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:56 +0800] "GET /web/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:56 +0800] "GET /web/css/font-awesome.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:56 +0800] "GET /web/plugins/layui/layui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:56 +0800] "GET /web/plugins/Lodop/LodopFuncs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:56 +0800] "GET /web/js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:56 +0800] "GET /web/login/captcha HTTP/1.1" 200 1968
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:57 +0800] "POST /web/login/login HTTP/1.1" 200 57
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:58 +0800] "GET /web/shiroUser/info?_1543384078145&_=1543384078071 HTTP/1.1" 200 2224
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:58 +0800] "POST /web/public/getUserOragnList HTTP/1.1" 200 1035
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:58 +0800] "POST /web/sysShiroMenu/queryByMenuTree HTTP/1.1" 200 230318
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:58 +0800] "GET /web/css/fonts/ionicons.ttf?v=2.0.0 HTTP/1.1" 200 188508
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:58 +0800] "GET /web/images/finance_active.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:58 +0800] "GET /web/images/finance.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2018:13:47:59 +0800] "POST /web/shiroCode/queryByBaseCodeAll HTTP/1.1" 200 39486
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:10 +0800] "GET /web/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:11 +0800] "POST /web/public/getUserOragnList HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:11 +0800] "POST /web/sysShiroMenu/queryByMenuTree HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:11 +0800] "GET /web/shiroUser/info?_1543396871071&_=1543396870833 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:11 +0800] "POST /web/shiroCode/queryByBaseCodeAll HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:11 +0800] "GET /web/images/favicon.png HTTP/1.1" 200 2173
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:11 +0800] "GET /web/login/captcha HTTP/1.1" 200 1963
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:11 +0800] "GET /web/ktc/img/logo-login.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:11 +0800] "GET /web/images/favicon.png HTTP/1.1" 200 2173
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:12 +0800] "POST /web/login/login HTTP/1.1" 200 57
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:12 +0800] "GET /web/shiroUser/info?_1543396872548&_=1543396872449 HTTP/1.1" 200 2224
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:12 +0800] "POST /web/public/getUserOragnList HTTP/1.1" 200 1035
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:12 +0800] "POST /web/sysShiroMenu/queryByMenuTree HTTP/1.1" 200 230318
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:13 +0800] "POST /web/shiroCode/queryByBaseCodeAll HTTP/1.1" 200 39486
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:19 +0800] "GET /web/finance/FixedAssets/FixedAssetsSubsidiaryLedger/index.html HTTP/1.1" 200 13573
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:19 +0800] "GET /web/js/finance/FixedAssets/FixedAssetsSubsidiaryLedger/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:19 +0800] "GET /web/js/finance/components/ht-assets-list.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:19 +0800] "POST /web/assetsclassescontroller/assetsClassesList HTTP/1.1" 200 756
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:19 +0800] "POST /web/testDocument/getCurrentUserDeptInfo HTTP/1.1" 200 655
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:20 +0800] "POST /web/expenseAllocation/initData HTTP/1.1" 200 19508
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:21 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 22098
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:21 +0800] "POST /web/facard/getFixedAssetsList HTTP/1.1" 200 1217
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:25 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 22098
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:30 +0800] "GET /web/plugins/ztree/css/zTreeStyle/img/zTreeStandard.png HTTP/1.1" 200 11173
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:32 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 16343
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:43 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 13055
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:49 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 16090
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:53 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 10073
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:55 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 10073
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:55 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 10074
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:56 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 10074
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:57 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 10074
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:58 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 10073
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:21:59 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 10073
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:22:00 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 16579
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:22:04 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 13049
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:22:10 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 13131
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:22:15 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 22098
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:22:31 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 13048
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:29:26 +0800] "GET /web/finance/FixedAssets/FixedAssetsSubsidiaryLedger/index.html HTTP/1.1" 200 13573
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:29:26 +0800] "POST /web/assetsclassescontroller/assetsClassesList HTTP/1.1" 200 756
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:29:26 +0800] "POST /web/testDocument/getCurrentUserDeptInfo HTTP/1.1" 200 655
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:29:26 +0800] "POST /web/expenseAllocation/initData HTTP/1.1" 200 19508
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:29:27 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 22098
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:29:27 +0800] "POST /web/facard/getFixedAssetsList HTTP/1.1" 200 1217
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:32:06 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 35884
0:0:0:0:0:0:0:1 - - [28/Nov/2018:17:34:52 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 22098
